2025-12-10 20:02:30,851:DEBUG:discord.client: on_ready has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_member_join has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_message has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_command_error has successfully been registered as an event
[2025-12-10 20:02:30] [DEBUG   ] asyncio: Using proactor: IocpProactor
[2025-12-10 20:02:31] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me has received {'id': '1442644079686193363', 'name': 'zeni_bot', 'icon': None, 'description': '', 'type': None, 'bot': {'id': '1442644079686193363', 'username': 'zeni_bot', 'avatar': None, 'discriminator': '8787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'summary': '', 'is_monetized': False, 'is_verified': False, 'is_discoverable': False, 'bot_public': True, 'bot_require_code_grant': False, 'install_params': {'scopes': ['applications.commands'], 'permissions': '0'}, 'integration_types_config': {'0': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}, '1': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}}, 'verify_key': '007955161c09871dd13ab7e100546ea666bac996f3255259177db84ae6a6228c', 'flags': 557056, 'hook': True, 'storefront_available': False, 'redirect_uris': [], 'interactions_endpoint_url': None, 'role_connections_verification_url': None, 'owner': {'id': '713560579260022815', 'username': 'el_chavo_v', 'avatar': 'cc468a6530234485a7268c28126890ac', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'El_Chavo', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'approximate_guild_count': 1, 'approximate_user_install_count': 0, 'approximate_user_authorization_count': 0, 'interactions_event_types': [], 'interactions_version': 1, 'explicit_content_filter': 0, 'rpc_application_state': 0, 'store_application_state': 1, 'verification_state': 1, 'integration_public': True, 'integration_require_code_grant': False, 'discoverability_state': 1, 'discovery_eligibility_flags': 224, 'monetization_state': 1, 'verification_eligibility_flags': 91036, 'monetization_eligibility_flags': 181988, 'bot_approximate_guild_count': 1, 'team': None, 'internal_guild_restriction': 2, 'approved_consoles': [], 'pricing_localization_strategy': 'localized_price_sets'}
[2025-12-10 20:02:31] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me has received {'id': '1442644079686193363', 'name': 'zeni_bot', 'icon': None, 'description': '', 'type': None, 'bot': {'id': '1442644079686193363', 'username': 'zeni_bot', 'avatar': None, 'discriminator': '8787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'summary': '', 'is_monetized': False, 'is_verified': False, 'is_discoverable': False, 'bot_public': True, 'bot_require_code_grant': False, 'install_params': {'scopes': ['applications.commands'], 'permissions': '0'}, 'integration_types_config': {'0': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}, '1': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}}, 'verify_key': '007955161c09871dd13ab7e100546ea666bac996f3255259177db84ae6a6228c', 'flags': 557056, 'hook': True, 'storefront_available': False, 'redirect_uris': [], 'interactions_endpoint_url': None, 'role_connections_verification_url': None, 'owner': {'id': '713560579260022815', 'username': 'el_chavo_v', 'avatar': 'cc468a6530234485a7268c28126890ac', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'El_Chavo', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'approximate_guild_count': 1, 'approximate_user_install_count': 0, 'approximate_user_authorization_count': 0, 'interactions_event_types': [], 'interactions_version': 1, 'explicit_content_filter': 0, 'rpc_application_state': 0, 'store_application_state': 1, 'verification_state': 1, 'integration_public': True, 'integration_require_code_grant': False, 'discoverability_state': 1, 'discovery_eligibility_flags': 224, 'monetization_state': 1, 'verification_eligibility_flags': 91036, 'monetization_eligibility_flags': 181988, 'bot_approximate_guild_count': 1, 'team': None, 'internal_guild_restriction': 2, 'approved_consoles': [], 'pricing_localization_strategy': 'localized_price_sets'}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway.discord.gg/
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway.discord.gg/
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-2rc1",{"micros":0.0}]']}}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-2rc1",{"micros":0.0}]']}}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'zeni_bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1442644079686193363', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '8787', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '899003658337914880'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['brazil', 'buenos-aires', 'santiago', 'atlanta', 'us-east'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1442644079686193363', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-b-2rc1",{"micros":213488,"calls":["id_created",{"micros":499,"calls":[]},"session_lookup_time",{"micros":1122,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-67",{"micros":211477,"calls":["start_session",{"micros":186211,"calls":["discord-api-rpc-56b97c78c9-xs6mk",{"micros":69537,"calls":["get_user",{"micros":9430},"get_guilds",{"micros":4445},"send_scheduled_deletion_message",{"micros":24},"guild_join_requests",{"micros":3},"authorized_ip_coro",{"micros":14},"pending_payments",{"micros":780},"apex_experiments",{"micros":107874},"user_activities",{"micros":17},"played_application_ids",{"micros":6},"linked_users",{"micros":5}]}]},"starting_guild_connect",{"micros":34,"calls":[]},"presence_started",{"micros":12909,"calls":[]},"guilds_started",{"micros":97,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":12203,"calls":[]},"connect_finished",{"micros":12210,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'zeni_bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1442644079686193363', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '8787', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '899003658337914880'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['brazil', 'buenos-aires', 'santiago', 'atlanta', 'us-east'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1442644079686193363', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-b-2rc1",{"micros":213488,"calls":["id_created",{"micros":499,"calls":[]},"session_lookup_time",{"micros":1122,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-67",{"micros":211477,"calls":["start_session",{"micros":186211,"calls":["discord-api-rpc-56b97c78c9-xs6mk",{"micros":69537,"calls":["get_user",{"micros":9430},"get_guilds",{"micros":4445},"send_scheduled_deletion_message",{"micros":24},"guild_join_requests",{"micros":3},"authorized_ip_coro",{"micros":14},"pending_payments",{"micros":780},"apex_experiments",{"micros":107874},"user_activities",{"micros":17},"played_application_ids",{"micros":6},"linked_users",{"micros":5}]}]},"starting_guild_connect",{"micros":34,"calls":[]},"presence_started",{"micros":12909,"calls":[]},"guilds_started",{"micros":97,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":12203,"calls":[]},"connect_finished",{"micros":12210,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:31] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: fb15644d117296701d7501fcc7a8c295).
[2025-12-10 20:02:31] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: fb15644d117296701d7501fcc7a8c295).
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'rules_channel_id': None, 'activity_instances': [], 'owner_configured_content_level': 0, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'member_count': 3, 'lazy': True, 'profile': None, 'premium_subscription_count': 0, 'vanity_url_code': None, 'explicit_content_filter': 0, 'channels': [{'version': 1765289479422, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Canais de Texto', 'id': '899003658337914881', 'flags': 0}, {'version': 1765289479506, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Canais de Voz', 'id': '899003658337914882', 'flags': 0}, {'version': 1765289479541, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '953353897924231168', 'deny': '2147483648', 'allow': '6755932822830160'}], 'parent_id': '899003658337914881', 'name': 'roteiros-e-texto', 'last_message_id': '1447958506337603585', 'id': '953355038540042300', 'flags': 0}, {'version': 1765289479552, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '899003658337914882', 'name': 'sala de gravação', 'last_message_id': None, 'id': '953355516896247859', 'flags': 0, 'bitrate': 64000}, {'version': 1765289479558, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '953357419092783155', 'deny': '17448370192', 'allow': '6755917521943616'}], 'parent_id': '899003658337914882', 'name': 'mesa-de-som', 'last_message_id': '1448448745589968936', 'id': '953355814129766400', 'flags': 0}], 'owner_id': '713560579260022815', 'members': [{'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'region': 'deprecated', 'id': '899003658337914880', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE'], 'name': 'Drogas podcast', 'guild_scheduled_events': [], 'icon': '7df602c390711f692e41e65d5653afe8', 'afk_timeout': 300, 'voice_states': [], 'stickers': [], 'embedded_activities': [], 'presences': [], 'threads': [], 'nsfw_level': 0, 'default_message_notifications': 0, 'application_command_counts': {}, 'afk_channel_id': None, 'unavailable': False, 'description': None, 'nsfw': False, 'inventory_settings': None, 'max_stage_video_channel_users': 50, 'system_channel_id': None, 'preferred_locale': 'en-US', 'stage_instances': [], 'moderator_reporting': None, 'emojis': [], 'premium_progress_bar_enabled': False, 'latest_onboarding_question_id': None, 'premium_features': None, 'safety_alerts_channel_id': None, 'discovery_splash': None, 'hub_type': None, 'soundboard_sounds': [], 'mfa_level': 0, 'premium_tier': 0, 'application_id': None, 'home_header': None, 'public_updates_channel_id': None, 'large': False, 'roles': [{'version': 1765289479364, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '899003658337914880', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1765290061925, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '1071698660929', 'name': 'Entrevistado', 'mentionable': False, 'managed': False, 'id': '953353897924231168', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2474073}, 'color': 2474073}, {'version': 1765290061917, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '7711390506090049', 'name': 'Engenheiro de som', 'mentionable': False, 'managed': False, 'id': '953357419092783155', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2588365}, 'color': 2588365}, {'version': 1765290758153, 'unicode_emoji': None, 'tags': {'bot_id': '1442644079686193363'}, 'position': 2, 'permissions': '7319751706930248', 'name': 'zeni_bot', 'mentionable': False, 'managed': True, 'id': '1442649496982130771', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1765290065990, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'Dono', 'mentionable': False, 'managed': False, 'id': '1447955914945593396', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4461331}, 'color': 4461331}], 'max_members': 25000000, 'splash': None, 'system_channel_flags': 0, 'incidents_data': None, 'version': 1765289479579, 'verification_level': 0, 'max_video_channel_users': 25, 'banner': None}}
[2025-12-10 20:02:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'rules_channel_id': None, 'activity_instances': [], 'owner_configured_content_level': 0, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'member_count': 3, 'lazy': True, 'profile': None, 'premium_subscription_count': 0, 'vanity_url_code': None, 'explicit_content_filter': 0, 'channels': [{'version': 1765289479422, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Canais de Texto', 'id': '899003658337914881', 'flags': 0}, {'version': 1765289479506, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Canais de Voz', 'id': '899003658337914882', 'flags': 0}, {'version': 1765289479541, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '953353897924231168', 'deny': '2147483648', 'allow': '6755932822830160'}], 'parent_id': '899003658337914881', 'name': 'roteiros-e-texto', 'last_message_id': '1447958506337603585', 'id': '953355038540042300', 'flags': 0}, {'version': 1765289479552, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '899003658337914882', 'name': 'sala de gravação', 'last_message_id': None, 'id': '953355516896247859', 'flags': 0, 'bitrate': 64000}, {'version': 1765289479558, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '953357419092783155', 'deny': '17448370192', 'allow': '6755917521943616'}], 'parent_id': '899003658337914882', 'name': 'mesa-de-som', 'last_message_id': '1448448745589968936', 'id': '953355814129766400', 'flags': 0}], 'owner_id': '713560579260022815', 'members': [{'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'region': 'deprecated', 'id': '899003658337914880', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE'], 'name': 'Drogas podcast', 'guild_scheduled_events': [], 'icon': '7df602c390711f692e41e65d5653afe8', 'afk_timeout': 300, 'voice_states': [], 'stickers': [], 'embedded_activities': [], 'presences': [], 'threads': [], 'nsfw_level': 0, 'default_message_notifications': 0, 'application_command_counts': {}, 'afk_channel_id': None, 'unavailable': False, 'description': None, 'nsfw': False, 'inventory_settings': None, 'max_stage_video_channel_users': 50, 'system_channel_id': None, 'preferred_locale': 'en-US', 'stage_instances': [], 'moderator_reporting': None, 'emojis': [], 'premium_progress_bar_enabled': False, 'latest_onboarding_question_id': None, 'premium_features': None, 'safety_alerts_channel_id': None, 'discovery_splash': None, 'hub_type': None, 'soundboard_sounds': [], 'mfa_level': 0, 'premium_tier': 0, 'application_id': None, 'home_header': None, 'public_updates_channel_id': None, 'large': False, 'roles': [{'version': 1765289479364, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '899003658337914880', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1765290061925, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '1071698660929', 'name': 'Entrevistado', 'mentionable': False, 'managed': False, 'id': '953353897924231168', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2474073}, 'color': 2474073}, {'version': 1765290061917, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '7711390506090049', 'name': 'Engenheiro de som', 'mentionable': False, 'managed': False, 'id': '953357419092783155', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 2588365}, 'color': 2588365}, {'version': 1765290758153, 'unicode_emoji': None, 'tags': {'bot_id': '1442644079686193363'}, 'position': 2, 'permissions': '7319751706930248', 'name': 'zeni_bot', 'mentionable': False, 'managed': True, 'id': '1442649496982130771', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1765290065990, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'Dono', 'mentionable': False, 'managed': False, 'id': '1447955914945593396', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4461331}, 'color': 4461331}], 'max_members': 25000000, 'splash': None, 'system_channel_flags': 0, 'incidents_data': None, 'version': 1765289479579, 'verification_level': 0, 'max_video_channel_users': 25, 'banner': None}}
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '3d86d5b50beb582622ac5d14c07af350', 'members': [{'user': {'username': 'zenimariana', 'public_flags': 0, 'primary_guild': None, 'id': '708093296898998404', 'global_name': 'Zeni', 'display_name_styles': None, 'display_name': 'Zeni', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '8da891f9cfb2f725faf31d4d49e37c05'}, 'roles': ['953353897924231168'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-27T14:15:10.282000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '899003658337914880', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-10 20:02:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '3d86d5b50beb582622ac5d14c07af350', 'members': [{'user': {'username': 'zenimariana', 'public_flags': 0, 'primary_guild': None, 'id': '708093296898998404', 'global_name': 'Zeni', 'display_name_styles': None, 'display_name': 'Zeni', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '8da891f9cfb2f725faf31d4d49e37c05'}, 'roles': ['953353897924231168'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-27T14:15:10.282000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '899003658337914880', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-10 20:02:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:32] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 899003658337914880.
[2025-12-10 20:02:32] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 899003658337914880.
[2025-12-10 20:02:33] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-10 20:02:33] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-10 20:02:33] [DEBUG   ] discord.client: Dispatching event ready
[2025-12-10 20:02:33] [DEBUG   ] discord.client: Dispatching event ready
